File Creation Date,2025-12-05
Sampling Location,3km offshore of Ukedo River (T-D1)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND,Date and time of Sampling,Dt,ND,Dt,ND
2021/7/30 7:50,,0.0012,0.013,,-,-,2021/6/21 7:41,,0.0012,0.0041,
2021/7/19 7:39,,0.0012,0.0027,,,0.31,2021/6/14 7:45,,0.0012,0.0033,
2021/7/12 6:48,,0.0011,0.0028,,-,-,2021/6/7 7:40,,0.0011,0.0094,
2021/7/5 8:01,,0.0011,0.0050,,,0.29,2021/6/1 7:53,,0.0010,0.0058,
2021/6/28 7:46,,0.0012,0.0031,,-,-,2021/5/24 7:54,,0.0010,0.0049,
2021/6/21 7:41,,0.0013,0.0069,,-,-,2021/5/19 7:58,,0.0013,0.0083,
2021/6/14 7:45,,0.0010,0.0033,,0.40,,2021/5/10 7:48,,0.0014,0.0056,
2021/6/7 7:40,,0.0014,0.0051,,-,-,2021/5/6 8:01,,0.0011,0.0088,
2021/6/1 7:53,,0.0012,0.0032,,,0.30,2021/4/27 7:39,,0.0012,0.0064,
2021/5/24 7:54,,0.0010,0.0048,,-,-,2021/4/20 7:42,,0.0013,0.0082,
2021/5/19 7:58,,0.0012,0.0038,,,0.29,2021/4/12 7:45,,0.0011,0.0046,
2021/5/10 7:48,,0.0012,0.0042,,-,-,2021/4/8 7:41,,0.0013,0.0051,
2021/5/6 8:01,,0.0014,0.0073,,,0.29,2021/4/1 8:09,,0.0013,0.0049,
2021/4/27 7:39,,0.0012,0.0036,,-,-,2021/3/24 7:55,,0.0014,0.0042,
2021/4/20 7:42,,0.0011,0.0088,,-,-,2021/3/15 7:59,,0.0012,0.0041,
2021/4/12 7:45,,0.0010,0.0037,,,0.32,2021/3/8 7:52,,0.0013,0.0043,
2021/4/8 7:41,,0.0013,0.0030,,-,-,-,-,-,-,-
2021/4/1 8:09,,0.0012,0.0036,,,0.29,-,-,-,-,-
2021/3/24 7:55,,0.0013,0.0037,,-,-,-,-,-,-,-
2021/3/15 7:59,,0.0012,0.0031,,,0.29,-,-,-,-,-
2021/3/8 7:52,,0.0011,0.0049,,-,-,-,-,-,-,-
